kind,county,local_area,gics_sector,row_status,missing_fields,primary_source,primary_source_url,backup_source,backup_source_url,cro_address_count_url,cro_address_search_url,director_age_source_note,collection_action,target_output
company_universe,Galway,Loughrea,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Loughrea,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Ballinasloe,Industrials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Ballinasloe,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Ballinasloe,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Ballinasloe,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Ballinasloe,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Ballinasloe,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Gort,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Gort%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Gort%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Gort,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Gort%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Gort%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Gort,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Gort%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Gort%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Gort,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Gort%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Gort%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Gort,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Gort%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Gort%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Gort,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Gort%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Gort%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Clifden / Connemara,Industrials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Clifden / Connemara,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Clifden / Connemara,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Clifden / Connemara,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Clifden / Connemara,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Clifden / Connemara,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin City Centre,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin City Centre,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin City Centre,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin City Centre,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin City Centre,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin City Centre,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 2 / Docklands,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 2 / Docklands,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 2 / Docklands,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 2 / Docklands,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 2 / Docklands,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 2 / Docklands,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 4 / Ballsbridge,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 4 / Ballsbridge,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 4 / Ballsbridge,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 4 / Ballsbridge,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 4 / Ballsbridge,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Dublin,Dublin 4 / Ballsbridge,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
