collection_priority,batch_id,gap_type,county,local_area,region_label,gics_sector,missing_fields,gics_industry_group,company_count,source_note,source_url,source_date,approved_by,cro_address_count_url,cro_address_search_url,acceptance_rule,recommended_source,next_action
46,galway-company-046,missing_row,Galway,Clifden / Connemara,Galway / Clifden / Connemara,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
47,galway-company-047,missing_row,Galway,Clifden / Connemara,Galway / Clifden / Connemara,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
48,galway-company-048,missing_row,Galway,Clifden / Connemara,Galway / Clifden / Connemara,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Clifden%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Clifden%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
49,dublin-company-049,missing_row,Dublin,Dublin City Centre,Dublin / Dublin City Centre,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
50,dublin-company-050,missing_row,Dublin,Dublin City Centre,Dublin / Dublin City Centre,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
51,dublin-company-051,missing_row,Dublin,Dublin City Centre,Dublin / Dublin City Centre,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
52,dublin-company-052,missing_row,Dublin,Dublin City Centre,Dublin / Dublin City Centre,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
53,dublin-company-053,missing_row,Dublin,Dublin City Centre,Dublin / Dublin City Centre,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+City+Centre&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+City+Centre&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
54,dublin-company-054,missing_row,Dublin,Dublin 2 / Docklands,Dublin / Dublin 2 / Docklands,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
55,dublin-company-055,missing_row,Dublin,Dublin 2 / Docklands,Dublin / Dublin 2 / Docklands,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
56,dublin-company-056,missing_row,Dublin,Dublin 2 / Docklands,Dublin / Dublin 2 / Docklands,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
57,dublin-company-057,missing_row,Dublin,Dublin 2 / Docklands,Dublin / Dublin 2 / Docklands,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
58,dublin-company-058,missing_row,Dublin,Dublin 2 / Docklands,Dublin / Dublin 2 / Docklands,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+2&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+2&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
59,dublin-company-059,missing_row,Dublin,Dublin 4 / Ballsbridge,Dublin / Dublin 4 / Ballsbridge,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
60,dublin-company-060,missing_row,Dublin,Dublin 4 / Ballsbridge,Dublin / Dublin 4 / Ballsbridge,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
61,dublin-company-061,missing_row,Dublin,Dublin 4 / Ballsbridge,Dublin / Dublin 4 / Ballsbridge,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
62,dublin-company-062,missing_row,Dublin,Dublin 4 / Ballsbridge,Dublin / Dublin 4 / Ballsbridge,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
63,dublin-company-063,missing_row,Dublin,Dublin 4 / Ballsbridge,Dublin / Dublin 4 / Ballsbridge,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+4&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+4&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
64,dublin-company-064,missing_row,Dublin,Dublin 6 / Rathmines,Dublin / Dublin 6 / Rathmines,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+6&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+6&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
65,dublin-company-065,missing_row,Dublin,Dublin 6 / Rathmines,Dublin / Dublin 6 / Rathmines,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+6&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+6&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
66,dublin-company-066,missing_row,Dublin,Dublin 6 / Rathmines,Dublin / Dublin 6 / Rathmines,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+6&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+6&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
67,dublin-company-067,missing_row,Dublin,Dublin 6 / Rathmines,Dublin / Dublin 6 / Rathmines,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+6&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+6&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
68,dublin-company-068,missing_row,Dublin,Dublin 6 / Rathmines,Dublin / Dublin 6 / Rathmines,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+6&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+6&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
69,dublin-company-069,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
70,dublin-company-070,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
71,dublin-company-071,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
72,dublin-company-072,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
73,dublin-company-073,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
74,dublin-company-074,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
75,dublin-company-075,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
76,dublin-company-076,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
77,dublin-company-077,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
78,dublin-company-078,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
79,dublin-company-079,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
80,dublin-company-080,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
81,dublin-company-081,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
82,dublin-company-082,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
83,dublin-company-083,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
84,dublin-company-084,missing_row,Dublin,Tallaght / South West,Dublin / Tallaght / South West,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
85,dublin-company-085,missing_row,Dublin,Tallaght / South West,Dublin / Tallaght / South West,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
86,dublin-company-086,missing_row,Dublin,Tallaght / South West,Dublin / Tallaght / South West,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
87,dublin-company-087,missing_row,Dublin,Tallaght / South West,Dublin / Tallaght / South West,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
88,dublin-company-088,missing_row,Dublin,Tallaght / South West,Dublin / Tallaght / South West,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tallaght%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
